"History" "Psychology" "Politics" "Mathematics" "Physics" "Internet" "PC" "Economy" "Biology" "Chemistry" "rPoetry" "Geography" "Languages" "Medicine" "Law" "Cars" "Art" "Religion" "Outdoor" "Dancing" "Instruments" "wPoetry" "sLeisure" "sCompetitive" "Gardening" "Celebrities" "Shopping" "SciTec" "Theatre" "Social" "sAdrenaline" "Pets" "Age" "Gender"
"370" 5 3 3 4 4 5 5 4 4 2 5 5 3 3 3 2 5 2 4 5 1 5 5 2 3 4 4 4 5 5 2 5 18 "female"
"371" 4 4 2 1 1 5 3 3 1 1 2 2 4 2 2 5 2 1 5 5 2 2 5 5 4 5 5 5 5 5 5 5 28 "female"
"372" 3 4 2 1 1 5 5 3 3 3 5 1 5 1 3 3 5 3 5 5 1 1 1 5 4 5 5 3 5 5 3 5 21 "female"
"373" 1 2 2 1 1 1 1 1 2 1 2 1 2 1 1 1 2 1 3 1 1 1 4 1 1 1 1 1 4 5 1 1 22 "female"
"374" 3 4 1 1 1 3 2 2 1 1 5 2 4 2 1 1 5 3 4 1 1 5 1 1 1 1 2 4 5 5 1 1 19 "male"
"375" 2 3 3 2 1 5 2 3 2 1 5 3 3 2 3 1 4 2 4 4 5 2 5 3 2 5 5 2 4 4 2 5 18 "female"
"376" 4 3 2 2 2 3 2 1 3 2 5 5 5 3 2 1 2 5 5 4 2 1 1 5 3 1 4 3 3 5 4 4 19 "female"
"377" 2 1 2 5 5 5 5 3 3 3 2 3 4 2 1 5 2 2 4 1 1 1 4 1 3 2 2 5 4 5 4 3 19 "male"
"378" 5 5 4 2 3 4 5 2 3 1 4 3 5 2 2 1 3 1 4 1 5 1 4 3 1 1 1 5 3 5 1 3 20 "male"
"379" 3 2 4 5 2 5 4 5 1 1 3 4 4 1 1 1 2 1 1 1 1 1 2 1 1 3 2 4 2 5 2 1 19 "female"
"380" 5 3 2 1 5 4 2 1 5 5 3 4 4 5 3 5 3 1 4 5 1 1 4 5 1 2 4 4 3 5 4 4 18 "male"
"381" 2 2 1 1 3 3 2 1 4 4 1 1 4 5 1 1 1 1 3 2 1 1 3 2 2 3 5 2 4 5 2 5 18 "female"
"382" 2 2 1 2 3 4 3 2 5 5 2 3 2 5 1 4 2 3 3 5 1 1 2 4 1 2 4 4 2 4 1 2 19 "male"
"383" 1 5 2 1 2 4 4 3 2 1 5 2 4 2 1 1 1 2 3 1 1 4 2 1 3 4 3 5 2 4 1 4 18 "female"
"384" 4 3 2 3 1 5 3 5 1 1 2 4 5 2 2 4 1 1 3 1 1 1 5 5 1 3 3 1 1 5 2 1 19 "male"
"385" 4 4 3 1 1 4 3 3 2 1 3 4 4 2 2 3 2 1 3 4 2 1 3 3 2 4 4 3 3 5 3 3 19 "female"
"386" 1 5 2 2 2 2 2 2 5 5 5 4 1 5 1 1 1 1 4 5 1 1 2 5 1 2 3 3 3 5 2 5 19 "female"
"387" 2 2 3 3 2 3 4 2 3 3 2 3 3 2 2 2 4 3 3 2 5 2 3 4 2 4 3 4 4 5 2 5 18 "female"
"388" 5 5 5 3 2 3 1 3 2 1 5 4 5 2 4 1 1 5 3 2 1 1 4 1 1 1 3 2 3 5 4 1 18 "female"
"389" 3 5 4 4 4 4 1 2 4 3 3 3 4 4 1 2 4 2 5 3 1 2 3 4 1 1 2 3 3 5 5 1 19 "female"
"390" 4 2 3 1 1 4 1 5 1 1 4 4 4 1 4 1 1 1 4 5 1 1 4 5 3 5 5 3 2 5 3 5 20 "female"
"391" 1 4 2 3 1 5 2 5 1 1 1 3 3 1 1 3 1 1 1 1 3 1 5 3 1 1 2 2 1 5 3 2 19 "male"
"392" 5 4 5 3 3 3 3 5 5 4 5 5 5 5 4 1 5 5 4 1 4 5 1 1 3 1 1 3 5 3 1 4 26 "female"
"393" 3 3 3 4 1 2 1 5 1 1 4 1 5 1 4 3 2 1 4 1 1 1 3 1 1 3 5 3 4 5 3 4 19 "female"
"394" 3 1 2 2 1 5 2 1 5 3 5 2 2 5 2 4 1 2 1 2 1 1 5 4 4 5 3 5 1 5 1 5 22 "male"
"395" 3 3 2 2 2 3 3 2 4 3 1 1 3 5 2 2 2 2 4 4 1 1 5 5 1 1 3 4 4 4 2 3 20 "male"
"396" 1 3 2 3 1 4 3 5 3 1 4 5 5 5 3 4 5 3 5 5 1 1 5 5 2 3 5 3 4 5 4 5 28 "female"
"397" 2 2 1 2 1 3 2 2 5 5 5 3 3 5 2 2 1 2 4 3 1 1 2 1 2 2 3 3 5 5 2 3 19 "female"
"398" 3 4 3 3 1 5 2 5 2 1 3 4 5 2 5 1 3 1 4 2 5 1 4 1 2 5 5 2 2 5 4 5 21 "female"
"399" 1 3 2 2 1 4 3 2 3 2 2 2 5 3 1 2 4 3 4 4 3 2 3 5 4 4 5 2 3 4 1 3 19 "female"
"400" 5 3 5 5 4 5 5 5 4 4 2 5 2 4 4 5 1 4 2 1 1 1 5 5 1 1 1 4 2 5 4 5 22 "male"
"401" 3 5 3 5 4 5 5 3 2 1 1 2 3 2 1 5 1 3 4 2 2 2 5 3 1 1 1 4 1 5 4 2 19 "male"
"402" 5 5 1 1 1 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 1 1 1 1 1 5 1 5 5 1 1 18 "female"
"403" 2 2 1 1 1 3 1 1 4 2 3 4 5 5 1 1 5 4 4 2 4 1 4 1 1 1 3 3 5 5 5 2 19 "female"
"404" 4 1 5 1 1 5 4 3 1 1 3 5 5 1 3 4 1 5 1 1 1 1 5 5 1 1 1 3 1 5 5 5 22 "male"
"405" 3 3 4 3 2 4 3 4 2 2 3 4 4 3 3 4 3 3 4 3 2 3 3 3 3 3 4 4 4 4 4 3 29 "male"
"406" 1 3 1 3 1 4 2 2 4 2 3 2 4 2 1 1 4 5 5 1 1 1 3 1 3 1 5 1 3 5 1 4 18 "female"
"407" 2 3 1 1 1 4 4 4 2 1 1 5 5 2 2 3 2 3 5 1 1 1 4 1 1 3 5 3 2 2 2 1 22 "female"
"408" 5 2 3 2 2 5 4 3 3 1 5 5 5 2 3 1 2 1 4 2 1 1 1 3 1 2 3 4 4 4 2 1 17 "female"
"409" 1 1 2 1 1 4 4 4 1 1 1 1 4 1 4 5 1 1 3 1 1 1 1 5 2 5 4 4 1 5 5 1 19 "male"
"410" 1 2 3 3 1 4 1 5 1 1 1 1 3 1 2 1 1 1 2 1 1 1 2 2 1 2 3 1 2 4 1 1 20 "female"
"411" 3 2 4 4 2 4 3 5 1 1 2 3 4 2 2 3 1 4 3 1 1 1 2 4 2 3 4 4 2 4 2 4 18 "female"
"412" 3 2 2 3 2 5 5 3 1 1 2 4 4 3 2 3 1 3 5 3 1 1 3 3 1 3 2 5 2 5 3 1 22 "male"
"413" 4 3 2 2 1 5 4 2 2 1 3 4 3 2 1 4 2 4 3 1 3 1 4 1 2 3 3 2 5 5 3 2 19 "female"
"414" 3 3 2 3 4 4 4 3 4 4 2 3 2 2 2 5 1 1 4 1 1 1 2 5 1 1 3 5 1 5 5 1 20 "male"
"415" 2 1 1 5 4 3 1 2 4 2 1 4 1 2 1 2 1 1 3 1 1 3 5 2 1 1 1 2 1 2 2 2 25 "male"
"416" 5 3 2 2 2 3 3 2 5 5 5 3 3 5 2 4 3 3 4 1 4 3 1 1 1 1 1 1 2 3 1 5 29 "male"
"417" 4 5 3 3 2 4 2 2 3 2 5 3 3 2 3 1 2 2 4 2 5 3 3 3 1 4 2 2 3 5 2 5 18 "female"
"418" 2 3 3 1 2 4 2 1 4 4 3 3 4 5 2 2 2 2 3 2 4 1 3 2 3 2 3 4 3 5 2 5 20 "female"
"419" 3 2 3 3 2 4 4 2 5 4 4 3 5 4 2 3 4 2 4 4 3 1 5 3 4 2 5 4 5 5 3 5 21 "female"
"420" 4 2 4 4 2 4 4 4 3 2 3 2 1 2 3 2 2 1 2 1 1 2 3 3 1 2 1 3 2 4 2 5 22 "male"
"421" 1 1 1 1 1 5 3 3 4 1 1 3 5 1 2 1 1 3 5 1 1 1 3 1 1 4 2 4 1 3 1 1 19 "female"
"422" 4 5 4 3 2 3 3 4 2 2 4 2 5 3 5 1 5 2 3 4 1 1 3 4 1 5 4 3 5 4 1 1 28 "female"
"423" 1 5 2 1 3 5 5 2 5 3 1 2 3 5 4 5 2 5 5 5 2 1 5 5 1 5 5 5 1 5 4 1 19 "female"
"424" 5 2 5 3 4 4 4 3 2 2 5 4 5 3 5 4 3 1 5 1 4 2 3 5 1 1 2 5 4 4 3 3 22 "male"
"425" 5 4 5 1 1 4 1 2 3 1 5 5 5 3 4 1 1 2 2 3 1 3 5 5 1 3 5 5 3 5 5 2 20 "female"
"426" 1 5 1 1 1 5 1 5 1 1 1 1 4 3 3 1 1 3 2 4 1 1 5 5 1 4 5 1 1 4 1 1 16 "female"
"427" 2 3 2 2 1 3 3 2 5 2 2 3 4 5 1 1 2 2 3 5 3 1 1 5 1 3 3 3 3 4 2 2 19 "female"
"428" 5 5 2 3 2 4 3 1 5 2 5 5 5 4 1 1 4 4 4 5 4 5 1 2 2 4 2 2 5 5 3 5 20 "female"
"429" 3 1 3 2 2 5 3 2 1 1 1 2 2 1 1 5 1 1 3 2 1 1 5 3 2 2 2 5 2 5 4 5 21 "male"
"430" 2 4 2 4 3 4 2 4 3 2 3 3 4 4 3 2 4 2 4 1 1 1 3 3 2 3 4 2 3 5 4 1 19 "female"
"431" 2 2 2 2 1 3 3 4 4 2 4 3 4 3 2 1 3 2 3 3 3 1 5 1 5 4 5 3 3 5 4 4 20 "female"
"432" 3 3 4 3 3 3 2 4 3 3 3 4 2 3 2 2 1 3 5 2 2 1 1 1 3 2 4 2 1 4 2 2 25 "female"
"433" 3 5 3 1 1 3 2 3 2 1 3 2 3 1 1 1 5 3 2 3 5 3 4 4 1 1 3 3 5 5 3 1 20 "female"
"434" 4 4 3 1 1 5 1 1 1 1 5 3 5 4 3 2 2 3 5 4 4 1 5 1 3 1 2 2 3 5 1 5 19 "female"
"435" 4 4 3 3 4 4 4 2 5 5 5 3 4 4 1 2 3 5 4 4 5 2 5 1 2 3 4 3 3 5 2 5 19 "female"
"436" 3 2 2 4 1 4 2 5 2 2 4 2 5 2 2 2 2 4 4 3 5 1 3 5 1 2 3 2 2 5 4 1 21 "female"
"437" 2 1 4 3 1 5 5 4 1 1 1 1 4 1 2 5 1 1 2 1 3 1 2 3 1 1 4 5 1 5 3 1 22 "male"
"438" 4 4 1 5 5 5 5 1 5 2 1 5 4 4 1 1 3 5 5 1 5 1 1 1 1 3 3 5 2 3 3 3 28 "female"
"439" 3 3 3 5 1 5 3 1 1 5 3 5 4 3 1 5 4 1 5 5 3 1 5 3 5 5 5 5 1 5 5 5 21 "female"
"440" 2 3 2 3 4 4 3 3 2 4 2 2 2 2 2 3 2 1 2 2 1 1 4 5 1 3 2 4 1 5 3 1 20 "male"
"441" 2 3 3 2 3 5 5 3 2 1 1 2 2 3 1 2 1 1 1 1 1 1 5 5 1 1 3 4 1 5 5 4 19 "male"
"442" 3 4 2 2 2 3 2 1 4 5 2 4 2 3 1 2 3 2 4 5 5 1 2 5 3 2 2 4 4 4 5 3 21 "female"
"443" 5 1 1 1 1 5 5 4 1 1 4 5 5 5 4 1 1 1 4 5 5 1 4 5 1 1 5 1 1 5 5 4 16 "female"
"444" 3 4 2 3 5 3 5 3 3 1 3 3 4 2 3 5 3 1 5 5 1 1 5 5 1 1 3 5 5 5 5 5 22 "male"
"445" 2 3 1 4 5 4 5 3 3 3 2 3 5 3 2 5 3 1 5 1 2 1 2 4 1 1 3 5 4 5 5 4 19 "male"
"446" 1 1 5 1 1 4 3 1 1 1 5 5 5 1 5 3 3 3 5 5 5 5 1 1 3 5 5 5 2 4 1 1 22 "female"
"447" 2 1 4 5 3 5 5 2 1 1 3 2 3 2 1 4 2 1 2 2 1 1 5 5 3 3 2 4 3 5 5 4 20 "male"
"448" 3 2 1 1 1 4 3 1 1 1 2 2 3 1 3 3 2 2 4 1 5 2 2 1 1 3 3 2 3 4 1 2 22 "male"
"449" 3 4 3 4 1 5 4 2 1 1 1 2 4 1 1 3 4 4 5 1 2 1 5 1 3 3 5 2 4 5 3 1 19 "male"
"450" 3 4 3 1 2 3 1 1 5 5 5 2 4 5 1 1 2 3 4 4 1 1 3 5 1 3 4 2 2 5 1 5 18 "female"
"451" 4 2 2 2 2 4 3 2 1 2 1 3 4 2 3 3 5 1 3 1 1 1 3 5 5 1 2 2 1 5 4 2 19 "male"
"452" 4 3 3 3 2 5 3 2 2 2 3 3 5 3 3 2 3 3 4 4 1 1 4 4 3 3 5 3 3 5 3 3 23 "female"
"453" 3 4 1 1 1 5 2 1 4 4 2 1 3 4 3 2 3 3 4 3 5 3 3 1 1 4 5 3 3 5 2 4 20 "female"
"454" 2 3 4 1 1 4 2 3 2 1 3 4 4 2 3 2 2 2 4 3 1 1 3 4 1 2 4 3 4 5 4 5 18 "female"
"455" 3 4 1 3 2 5 2 1 5 4 3 4 3 5 1 1 3 3 5 2 1 1 5 1 1 5 3 1 4 5 5 5 19 "female"
"456" 2 2 3 5 5 5 4 4 2 2 3 4 4 2 3 2 4 3 4 4 4 3 4 5 2 2 3 3 4 3 4 5 23 "female"
"457" 2 3 2 5 5 5 4 2 1 1 1 2 3 3 3 5 1 3 2 1 1 1 5 5 1 1 1 5 1 5 4 1 20 "male"
"458" 5 3 5 1 1 5 2 2 3 1 1 3 4 2 5 2 1 1 1 1 1 1 5 1 1 2 2 2 1 4 1 3 20 "male"
"459" 5 5 2 3 4 5 2 4 3 3 2 4 4 4 3 1 3 5 4 5 2 1 1 1 1 2 2 4 3 3 4 2 28 "female"
"460" 5 5 5 3 4 5 5 5 2 2 1 5 4 1 2 3 4 4 5 2 1 2 5 3 2 1 2 4 1 5 3 1 22 "male"
"461" 5 3 3 1 1 5 2 3 1 1 4 4 5 1 2 1 3 1 4 5 2 3 5 3 2 3 5 3 5 5 3 1 19 "female"
"462" 3 4 2 3 2 5 4 3 3 2 4 3 5 2 2 3 2 2 4 2 2 2 5 5 1 1 3 4 4 5 5 1 21 "male"
"463" 3 3 2 1 1 3 2 3 1 1 4 2 3 3 1 1 1 1 4 2 2 1 3 1 1 2 4 4 4 3 2 5 21 "female"
"464" 3 5 4 3 2 5 1 5 3 2 1 3 4 2 1 5 3 5 5 3 3 4 4 4 3 3 5 5 2 5 5 5 17 "male"
"465" 3 5 3 1 1 5 2 1 1 1 1 2 5 1 5 5 2 2 1 1 3 1 5 5 1 5 5 1 2 5 5 5 19 "female"
"466" 4 5 5 2 4 5 3 3 2 2 1 5 5 3 3 4 2 3 5 1 4 1 5 4 1 1 3 5 5 5 5 1 25 "male"
"467" 4 2 2 1 1 4 4 2 5 5 2 4 2 5 3 2 2 3 3 1 1 1 3 1 2 3 4 2 2 5 2 5 20 "female"
"468" 5 4 5 1 5 5 5 2 4 4 2 4 4 5 5 3 4 2 1 1 5 4 3 4 2 3 5 5 4 3 4 1 26 "male"
"469" 3 4 3 3 5 5 5 1 5 3 4 1 2 5 1 5 4 4 5 1 5 4 5 3 3 3 4 5 5 5 5 5 21 "male"
"470" 2 2 2 1 1 4 3 2 5 5 3 1 3 3 1 2 1 2 2 2 1 1 2 1 2 3 5 3 2 5 3 3 20 "female"
"471" 4 4 4 2 2 5 5 4 1 1 2 3 4 2 2 4 4 3 4 4 5 2 4 5 2 4 4 4 4 5 3 2 29 ""
"472" 3 1 2 1 1 3 1 1 5 5 3 3 2 5 1 2 3 1 3 1 1 1 1 3 3 1 4 5 4 5 4 5 21 "male"
"473" 3 3 1 1 1 5 3 2 2 1 1 1 1 1 1 5 3 1 3 2 1 2 3 3 1 2 5 5 5 5 5 1 20 "male"
"474" 3 2 3 4 4 5 5 3 2 2 2 4 5 3 2 5 5 4 5 3 5 2 5 5 3 1 3 5 5 5 5 2 27 "male"
"475" 5 3 5 1 1 3 3 1 2 1 5 5 5 2 2 1 4 4 3 1 5 4 5 5 2 1 1 2 5 5 5 4 21 "male"
"476" 2 5 2 1 1 3 1 1 4 1 1 1 3 3 2 2 1 2 3 1 1 1 3 2 2 3 3 2 2 4 1 3 20 "female"
"477" 3 4 4 3 1 4 2 2 3 1 5 2 5 2 3 1 3 3 5 5 5 3 4 2 2 2 4 3 1 4 3 5 17 "female"
"478" 4 3 1 3 1 3 2 2 3 2 3 2 4 1 1 1 2 5 5 1 5 1 5 3 3 4 3 2 1 5 1 1 16 "female"
"479" 4 5 5 3 1 5 2 2 4 1 5 2 5 3 5 2 5 4 4 5 5 5 5 4 2 5 5 3 5 5 3 5 19 "female"
"480" 2 4 4 3 1 3 2 3 2 2 1 2 4 2 4 3 1 3 4 5 4 2 4 3 1 1 5 2 3 5 5 5 18 "female"
"481" 2 5 3 5 3 4 4 4 3 2 2 3 3 3 3 5 3 4 5 4 3 2 4 5 2 3 3 4 2 4 3 3 19 "male"
"482" 1 2 1 1 1 4 1 4 1 1 3 4 4 1 1 1 3 2 5 2 1 1 3 2 2 5 5 1 1 5 2 3 21 "female"
"483" 2 1 1 1 1 3 2 4 1 1 2 2 4 1 1 1 1 1 4 2 1 2 4 4 1 3 5 1 1 5 2 2 16 "female"
"484" 5 4 1 1 1 5 4 3 2 1 3 4 5 1 2 1 3 1 4 3 3 4 3 1 1 1 5 3 4 5 5 5 20 "female"
"485" 3 3 2 2 2 4 2 2 3 2 4 2 4 2 2 2 5 3 4 2 1 4 2 3 1 2 4 2 5 5 1 4 19 "female"
"486" 1 1 1 1 1 5 2 2 1 1 1 5 2 1 1 2 1 1 4 2 1 1 3 2 1 4 3 1 3 5 1 2 20 "female"
"487" 4 4 4 2 3 4 4 2 3 1 3 5 4 2 2 2 3 4 5 2 3 2 5 5 3 2 2 3 4 4 2 3 20 "male"
"488" 3 1 2 1 3 5 5 3 2 2 1 4 3 1 2 5 2 1 5 3 3 1 5 5 2 3 3 2 3 5 5 3 18 "male"
"489" 5 2 1 1 2 5 3 3 3 3 1 4 5 3 4 4 2 1 4 2 1 1 5 5 1 4 5 4 2 4 4 4 20 "male"
"490" 3 1 5 2 2 3 3 5 1 1 1 1 5 1 1 4 1 1 1 1 1 1 3 5 1 1 3 5 1 5 5 3 20 "male"
"491" 4 4 2 3 1 5 2 3 1 1 5 1 2 1 1 1 3 3 4 5 5 3 5 1 3 2 1 2 5 4 1 4 19 "female"
"492" 1 1 1 1 1 5 4 3 2 1 2 5 5 2 1 2 1 1 5 4 2 1 5 2 2 5 5 1 1 5 2 1 23 "female"
"493" 4 5 4 3 4 4 3 2 3 2 2 3 4 3 5 2 2 2 3 4 5 2 5 5 3 2 4 2 3 5 3 5 20 "female"
"494" 4 3 2 1 1 5 3 2 2 1 1 4 5 1 1 5 1 1 5 1 2 1 5 5 1 3 5 4 3 4 4 3 23 "male"
"495" 1 2 1 4 3 5 5 3 4 3 4 5 5 3 4 5 2 3 4 3 2 2 3 5 1 1 3 1 2 5 5 4 19 "male"
"496" 3 1 1 1 3 5 3 1 1 3 1 5 5 1 1 2 1 3 4 1 1 1 5 5 1 2 5 3 1 5 5 4 17 "male"
"497" 3 3 2 1 1 3 3 3 5 5 1 3 5 4 1 4 1 1 3 3 1 1 5 5 3 3 4 4 2 5 4 4 20 "female"
"498" 2 5 2 2 3 3 2 1 4 4 5 3 4 5 3 3 4 2 5 4 3 3 3 5 3 2 2 5 5 5 5 4 21 "female"
"499" 3 2 2 3 3 5 5 3 3 2 1 4 3 2 3 5 3 1 4 2 1 1 5 5 1 2 3 5 5 5 5 4 21 "male"
"500" 3 4 4 4 3 5 2 2 2 2 3 2 3 3 2 2 2 1 1 4 4 1 3 3 1 2 5 2 3 5 5 5 19 "female"
"501" 2 2 1 1 1 5 3 2 5 5 5 2 5 4 1 1 1 1 5 3 2 5 5 1 2 4 4 5 4 4 3 5 20 "female"
"502" 5 5 2 5 4 5 5 1 2 2 2 2 3 1 2 5 1 1 2 1 2 1 5 5 1 4 2 4 2 5 1 2 19 "male"
"503" 1 4 2 3 1 5 3 3 2 2 2 2 2 1 3 2 2 1 3 2 1 1 5 4 2 3 5 3 4 5 3 5 22 "female"
"504" 5 4 4 3 2 3 2 3 2 2 4 5 5 2 2 1 1 2 5 2 1 2 5 2 1 1 2 3 2 5 3 1 22 "male"
"505" 5 5 5 2 2 5 5 4 1 1 3 2 3 1 5 3 1 3 3 3 3 5 4 3 2 1 1 5 3 4 3 4 22 "male"
"506" 3 2 2 2 2 3 3 3 3 1 1 2 2 1 1 1 1 1 3 1 1 1 3 1 2 2 2 3 2 3 1 5 28 "female"
"507" 2 2 2 1 1 3 3 4 2 1 1 1 3 1 1 1 1 1 1 1 3 1 2 5 1 3 3 3 1 5 1 3 21 "male"
"508" 4 2 5 1 1 5 5 1 1 3 5 5 5 1 3 1 1 5 4 1 5 5 1 5 1 3 5 5 2 5 3 4 21 "male"
"509" 4 3 1 1 2 3 2 1 2 3 1 2 4 2 3 3 1 1 5 1 2 1 2 5 2 2 3 2 2 5 5 5 17 "female"
"510" 3 3 2 1 1 5 2 3 2 1 4 5 2 2 2 2 2 1 5 5 3 1 2 5 4 3 5 1 5 5 3 3 21 "female"
"511" 5 4 3 1 1 4 3 5 3 1 4 3 4 3 4 3 5 1 5 3 4 3 3 5 2 1 4 4 5 5 5 4 17 "female"
"512" 4 4 3 5 5 4 4 4 4 4 4 2 4 2 3 3 4 3 4 5 1 1 2 4 2 1 2 5 3 5 3 4 28 "male"
"513" 3 5 4 1 2 3 1 5 2 2 3 5 5 3 4 4 3 2 5 5 2 4 3 5 1 2 4 4 5 3 4 3 20 "female"
"514" 3 5 5 1 1 4 3 5 3 1 1 3 5 5 3 5 3 1 4 5 1 1 1 1 1 4 5 5 5 5 3 5 19 "female"
"515" 2 4 1 1 2 1 1 1 5 5 4 3 3 5 1 2 2 1 5 3 3 1 5 2 2 1 2 3 3 5 3 5 21 "female"
"516" 5 4 2 2 2 4 3 1 2 2 5 3 5 1 1 2 4 2 4 1 5 1 1 3 1 1 3 3 4 5 4 1 23 "male"
"517" 4 5 1 1 1 1 2 1 3 1 4 3 4 5 1 2 1 5 5 1 1 3 2 4 1 1 1 1 1 3 5 5 17 "male"
"518" 2 4 1 1 2 5 5 2 2 2 1 5 1 1 2 2 2 1 5 1 1 1 3 2 2 1 1 4 1 4 4 4 20 "male"
"519" 2 2 2 2 2 5 5 2 2 2 2 2 2 2 2 4 2 2 5 2 2 1 5 5 2 2 2 2 2 5 5 2 19 "male"
"520" 3 2 1 2 2 4 5 3 3 1 1 2 3 1 1 3 2 1 5 3 2 1 5 3 2 3 2 5 3 4 2 5 19 "male"
"521" 4 3 3 4 2 4 4 5 2 2 1 3 3 2 2 4 2 3 4 3 2 2 5 4 1 3 3 2 2 5 4 2 19 "male"
"522" 2 5 3 1 1 5 1 2 4 2 5 3 2 2 2 3 3 1 2 3 1 1 5 3 2 5 3 2 4 5 2 5 18 "female"
"523" 3 3 1 2 1 4 1 1 3 2 3 3 5 3 1 1 4 5 5 5 5 1 2 2 2 1 3 1 4 5 1 5 19 "female"
"524" 4 4 3 2 3 3 1 4 2 2 1 3 3 1 2 3 2 3 4 3 1 1 5 5 1 2 2 4 1 5 4 3 22 "male"
"525" 3 2 2 2 1 5 2 5 2 1 1 4 4 1 2 2 3 2 4 3 1 1 3 5 2 4 4 4 2 5 3 3 21 "female"
"526" 5 5 1 1 1 5 3 3 2 1 5 1 3 3 3 4 5 3 3 4 2 3 5 5 1 3 5 4 3 5 3 5 21 "female"
"527" 3 2 2 2 5 3 1 1 3 1 1 5 1 1 1 5 3 1 5 1 5 1 5 5 3 2 3 5 5 4 3 5 21 "male"
"528" 4 3 5 1 2 2 2 2 5 5 5 2 3 5 1 2 1 3 1 2 1 1 2 2 1 1 5 5 3 5 1 5 19 "female"
"529" 5 5 5 5 5 4 2 4 2 4 2 4 2 4 2 4 2 4 2 4 2 4 3 3 3 3 4 2 2 4 2 4 25 "male"
"530" 5 5 2 5 2 5 5 4 1 1 4 2 4 1 1 3 3 5 4 1 3 1 3 5 1 1 4 5 3 4 4 3 18 "male"
"531" 2 2 3 2 2 5 5 2 5 5 2 1 5 5 1 2 1 1 1 1 4 1 2 3 1 4 2 4 1 5 1 1 20 "male"
"532" 3 5 3 3 1 5 3 5 5 1 2 1 4 2 3 3 1 1 3 3 1 1 4 1 1 4 5 4 3 5 3 5 18 "female"
"533" 4 3 4 3 4 5 5 3 2 2 2 2 3 2 2 3 2 1 2 1 5 1 2 2 1 3 3 2 2 4 1 2 23 "male"
"534" 4 5 2 1 1 4 3 2 2 1 4 2 3 1 2 3 4 1 2 2 4 2 5 3 1 2 4 2 3 5 3 5 18 "female"
"535" 3 5 4 1 1 3 1 1 3 1 4 3 4 1 1 3 4 1 5 3 1 1 2 5 5 2 5 5 4 5 3 5 22 "female"
"536" 2 4 2 2 3 2 1 1 2 2 3 3 5 3 1 2 2 5 4 1 5 3 5 2 2 1 2 4 3 4 2 2 20 "male"
"537" 4 4 2 3 4 5 5 1 5 5 1 4 2 5 2 5 1 1 1 1 2 1 5 4 1 1 2 5 1 5 3 4 19 "male"
"538" 5 1 5 1 1 5 5 4 2 2 5 5 5 2 2 5 2 2 5 1 5 1 5 1 1 4 3 3 5 5 5 1 23 "female"
"539" 3 2 2 5 5 5 4 2 3 2 1 5 4 2 3 4 1 1 2 1 1 1 2 1 1 1 1 5 1 5 3 1 27 "male"
"540" 4 3 3 1 1 4 2 1 1 1 5 5 5 1 1 4 3 1 2 1 1 4 3 3 1 1 1 4 3 5 4 2 20 "male"
"541" 2 3 3 1 1 5 3 4 1 1 4 3 5 1 4 2 3 1 3 3 2 1 5 5 1 1 3 2 4 5 4 5 18 "female"
"542" 5 2 1 1 1 4 3 3 2 2 1 2 1 1 2 3 2 1 5 1 1 1 3 1 3 2 2 3 1 5 3 3 21 "male"
"543" 2 3 3 3 1 5 4 2 1 1 1 4 5 2 2 2 1 4 2 5 5 1 5 5 2 3 4 3 2 5 2 5 19 "female"
"544" 2 4 2 2 2 4 4 4 4 2 3 3 3 2 2 4 2 2 4 2 2 1 4 3 4 4 4 2 2 4 4 4 22 "female"
"545" 3 3 3 3 1 5 4 3 4 4 2 3 3 3 2 1 2 2 4 2 3 1 2 3 2 4 4 2 2 5 2 1 20 "female"
"546" 2 4 2 4 4 4 4 3 3 3 1 2 3 2 2 3 1 1 1 1 3 1 5 5 1 1 2 4 1 4 5 4 19 "male"
"547" 2 1 4 1 1 4 1 3 2 1 2 5 5 1 3 1 5 1 5 3 1 1 5 1 1 3 5 1 5 5 4 5 20 "female"
"548" 3 4 1 3 1 5 5 4 3 1 1 4 4 1 2 4 1 3 3 4 4 1 5 5 2 2 5 2 3 5 3 1 19 "female"
"549" 3 3 3 4 3 4 4 3 2 2 5 3 5 5 3 2 3 5 5 5 5 5 1 4 3 2 4 3 5 5 2 5 18 "female"
"550" 4 4 2 3 3 4 3 2 3 3 2 3 1 4 3 3 2 2 3 1 1 1 5 5 1 2 2 2 2 3 5 4 17 "male"
"551" 1 1 1 1 1 4 4 1 1 1 1 5 1 1 1 5 2 2 3 2 3 1 3 5 1 1 3 4 3 5 3 3 21 "male"
"552" 3 3 2 2 2 4 1 1 3 2 4 3 4 2 1 1 4 4 4 5 3 2 4 4 2 3 5 3 5 5 3 2 19 "female"
"553" 4 3 3 1 3 3 3 1 4 4 4 5 5 5 2 1 2 2 3 5 1 1 1 3 1 2 2 4 3 3 1 2 25 "female"
"554" 4 3 2 1 1 5 2 2 5 3 3 4 4 4 3 1 2 2 5 1 1 1 3 4 3 3 3 3 3 4 1 5 21 "female"
"555" 2 1 1 3 1 5 5 1 2 1 5 2 4 2 1 4 1 1 4 1 5 1 2 4 1 1 1 4 1 2 2 1 18 "male"
