"History" "Psychology" "Politics" "Mathematics" "Physics" "Internet" "PC" "Economy" "Biology" "Chemistry" "rPoetry" "Geography" "Languages" "Medicine" "Law" "Cars" "Art" "Religion" "Outdoor" "Dancing" "Instruments" "wPoetry" "sLeisure" "sCompetitive" "Gardening" "Celebrities" "Shopping" "SciTec" "Theatre" "Social" "sAdrenaline" "Pets" "Age" "Gender"
"370" 4 4 2 1 1 5 3 3 1 1 2 2 4 2 2 5 2 1 5 5 2 2 5 5 4 5 5 5 5 5 5 5 28 "female"
"371" 3 4 2 1 1 5 5 3 3 3 5 1 5 1 3 3 5 3 5 5 1 1 1 5 4 5 5 3 5 5 3 5 21 "female"
"372" 1 2 2 1 1 1 1 1 2 1 2 1 2 1 1 1 2 1 3 1 1 1 4 1 1 1 1 1 4 5 1 1 22 "female"
"373" 3 4 1 1 1 3 2 2 1 1 5 2 4 2 1 1 5 3 4 1 1 5 1 1 1 1 2 4 5 5 1 1 19 "male"
"374" 2 3 3 2 1 5 2 3 2 1 5 3 3 2 3 1 4 2 4 4 5 2 5 3 2 5 5 2 4 4 2 5 18 "female"
"375" 4 3 2 2 2 3 2 1 3 2 5 5 5 3 2 1 2 5 5 4 2 1 1 5 3 1 4 3 3 5 4 4 19 "female"
"376" 2 1 2 5 5 5 5 3 3 3 2 3 4 2 1 5 2 2 4 1 1 1 4 1 3 2 2 5 4 5 4 3 19 "male"
"377" 5 5 4 2 3 4 5 2 3 1 4 3 5 2 2 1 3 1 4 1 5 1 4 3 1 1 1 5 3 5 1 3 20 "male"
"378" 3 2 4 5 2 5 4 5 1 1 3 4 4 1 1 1 2 1 1 1 1 1 2 1 1 3 2 4 2 5 2 1 19 "female"
"379" 5 3 2 1 5 4 2 1 5 5 3 4 4 5 3 5 3 1 4 5 1 1 4 5 1 2 4 4 3 5 4 4 18 "male"
"380" 2 2 1 1 3 3 2 1 4 4 1 1 4 5 1 1 1 1 3 2 1 1 3 2 2 3 5 2 4 5 2 5 18 "female"
"381" 2 2 1 2 3 4 3 2 5 5 2 3 2 5 1 4 2 3 3 5 1 1 2 4 1 2 4 4 2 4 1 2 19 "male"
"382" 1 5 2 1 2 4 4 3 2 1 5 2 4 2 1 1 1 2 3 1 1 4 2 1 3 4 3 5 2 4 1 4 18 "female"
"383" 4 3 2 3 1 5 3 5 1 1 2 4 5 2 2 4 1 1 3 1 1 1 5 5 1 3 3 1 1 5 2 1 19 "male"
"384" 4 4 3 1 1 4 3 3 2 1 3 4 4 2 2 3 2 1 3 4 2 1 3 3 2 4 4 3 3 5 3 3 19 "female"
"385" 1 5 2 2 2 2 2 2 5 5 5 4 1 5 1 1 1 1 4 5 1 1 2 5 1 2 3 3 3 5 2 5 19 "female"
"386" 2 2 3 3 2 3 4 2 3 3 2 3 3 2 2 2 4 3 3 2 5 2 3 4 2 4 3 4 4 5 2 5 18 "female"
"387" 5 5 5 3 2 3 1 3 2 1 5 4 5 2 4 1 1 5 3 2 1 1 4 1 1 1 3 2 3 5 4 1 18 "female"
"388" 3 5 4 4 4 4 1 2 4 3 3 3 4 4 1 2 4 2 5 3 1 2 3 4 1 1 2 3 3 5 5 1 19 "female"
"389" 4 2 3 1 1 4 1 5 1 1 4 4 4 1 4 1 1 1 4 5 1 1 4 5 3 5 5 3 2 5 3 5 20 "female"
"390" 1 4 2 3 1 5 2 5 1 1 1 3 3 1 1 3 1 1 1 1 3 1 5 3 1 1 2 2 1 5 3 2 19 "male"
"391" 5 4 5 3 3 3 3 5 5 4 5 5 5 5 4 1 5 5 4 1 4 5 1 1 3 1 1 3 5 3 1 4 26 "female"
"392" 3 3 3 4 1 2 1 5 1 1 4 1 5 1 4 3 2 1 4 1 1 1 3 1 1 3 5 3 4 5 3 4 19 "female"
"393" 3 1 2 2 1 5 2 1 5 3 5 2 2 5 2 4 1 2 1 2 1 1 5 4 4 5 3 5 1 5 1 5 22 "male"
"394" 3 3 2 2 2 3 3 2 4 3 1 1 3 5 2 2 2 2 4 4 1 1 5 5 1 1 3 4 4 4 2 3 20 "male"
"395" 1 3 2 3 1 4 3 5 3 1 4 5 5 5 3 4 5 3 5 5 1 1 5 5 2 3 5 3 4 5 4 5 28 "female"
"396" 2 2 1 2 1 3 2 2 5 5 5 3 3 5 2 2 1 2 4 3 1 1 2 1 2 2 3 3 5 5 2 3 19 "female"
"397" 3 4 3 3 1 5 2 5 2 1 3 4 5 2 5 1 3 1 4 2 5 1 4 1 2 5 5 2 2 5 4 5 21 "female"
"398" 1 3 2 2 1 4 3 2 3 2 2 2 5 3 1 2 4 3 4 4 3 2 3 5 4 4 5 2 3 4 1 3 19 "female"
"399" 5 3 5 5 4 5 5 5 4 4 2 5 2 4 4 5 1 4 2 1 1 1 5 5 1 1 1 4 2 5 4 5 22 "male"
"400" 3 5 3 5 4 5 5 3 2 1 1 2 3 2 1 5 1 3 4 2 2 2 5 3 1 1 1 4 1 5 4 2 19 "male"
"401" 5 5 1 1 1 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 1 1 1 1 1 5 1 5 5 1 1 18 "female"
"402" 2 2 1 1 1 3 1 1 4 2 3 4 5 5 1 1 5 4 4 2 4 1 4 1 1 1 3 3 5 5 5 2 19 "female"
"403" 4 1 5 1 1 5 4 3 1 1 3 5 5 1 3 4 1 5 1 1 1 1 5 5 1 1 1 3 1 5 5 5 22 "male"
"404" 3 3 4 3 2 4 3 4 2 2 3 4 4 3 3 4 3 3 4 3 2 3 3 3 3 3 4 4 4 4 4 3 29 "male"
"405" 1 3 1 3 1 4 2 2 4 2 3 2 4 2 1 1 4 5 5 1 1 1 3 1 3 1 5 1 3 5 1 4 18 "female"
"406" 2 3 1 1 1 4 4 4 2 1 1 5 5 2 2 3 2 3 5 1 1 1 4 1 1 3 5 3 2 2 2 1 22 "female"
"407" 5 2 3 2 2 5 4 3 3 1 5 5 5 2 3 1 2 1 4 2 1 1 1 3 1 2 3 4 4 4 2 1 17 "female"
"408" 1 1 2 1 1 4 4 4 1 1 1 1 4 1 4 5 1 1 3 1 1 1 1 5 2 5 4 4 1 5 5 1 19 "male"
"409" 1 2 3 3 1 4 1 5 1 1 1 1 3 1 2 1 1 1 2 1 1 1 2 2 1 2 3 1 2 4 1 1 20 "female"
"410" 3 2 4 4 2 4 3 5 1 1 2 3 4 2 2 3 1 4 3 1 1 1 2 4 2 3 4 4 2 4 2 4 18 "female"
"411" 3 2 2 3 2 5 5 3 1 1 2 4 4 3 2 3 1 3 5 3 1 1 3 3 1 3 2 5 2 5 3 1 22 "male"
"412" 4 3 2 2 1 5 4 2 2 1 3 4 3 2 1 4 2 4 3 1 3 1 4 1 2 3 3 2 5 5 3 2 19 "female"
"413" 3 3 2 3 4 4 4 3 4 4 2 3 2 2 2 5 1 1 4 1 1 1 2 5 1 1 3 5 1 5 5 1 20 "male"
"414" 2 1 1 5 4 3 1 2 4 2 1 4 1 2 1 2 1 1 3 1 1 3 5 2 1 1 1 2 1 2 2 2 25 "male"
"415" 5 3 2 2 2 3 3 2 5 5 5 3 3 5 2 4 3 3 4 1 4 3 1 1 1 1 1 1 2 3 1 5 29 "male"
"416" 4 5 3 3 2 4 2 2 3 2 5 3 3 2 3 1 2 2 4 2 5 3 3 3 1 4 2 2 3 5 2 5 18 "female"
"417" 2 3 3 1 2 4 2 1 4 4 3 3 4 5 2 2 2 2 3 2 4 1 3 2 3 2 3 4 3 5 2 5 20 "female"
"418" 3 2 3 3 2 4 4 2 5 4 4 3 5 4 2 3 4 2 4 4 3 1 5 3 4 2 5 4 5 5 3 5 21 "female"
"419" 4 2 4 4 2 4 4 4 3 2 3 2 1 2 3 2 2 1 2 1 1 2 3 3 1 2 1 3 2 4 2 5 22 "male"
"420" 1 1 1 1 1 5 3 3 4 1 1 3 5 1 2 1 1 3 5 1 1 1 3 1 1 4 2 4 1 3 1 1 19 "female"
"421" 4 5 4 3 2 3 3 4 2 2 4 2 5 3 5 1 5 2 3 4 1 1 3 4 1 5 4 3 5 4 1 1 28 "female"
"422" 1 5 2 1 3 5 5 2 5 3 1 2 3 5 4 5 2 5 5 5 2 1 5 5 1 5 5 5 1 5 4 1 19 "female"
"423" 5 2 5 3 4 4 4 3 2 2 5 4 5 3 5 4 3 1 5 1 4 2 3 5 1 1 2 5 4 4 3 3 22 "male"
"424" 5 4 5 1 1 4 1 2 3 1 5 5 5 3 4 1 1 2 2 3 1 3 5 5 1 3 5 5 3 5 5 2 20 "female"
"425" 1 5 1 1 1 5 1 5 1 1 1 1 4 3 3 1 1 3 2 4 1 1 5 5 1 4 5 1 1 4 1 1 16 "female"
"426" 2 3 2 2 1 3 3 2 5 2 2 3 4 5 1 1 2 2 3 5 3 1 1 5 1 3 3 3 3 4 2 2 19 "female"
"427" 5 5 2 3 2 4 3 1 5 2 5 5 5 4 1 1 4 4 4 5 4 5 1 2 2 4 2 2 5 5 3 5 20 "female"
"428" 3 1 3 2 2 5 3 2 1 1 1 2 2 1 1 5 1 1 3 2 1 1 5 3 2 2 2 5 2 5 4 5 21 "male"
"429" 2 4 2 4 3 4 2 4 3 2 3 3 4 4 3 2 4 2 4 1 1 1 3 3 2 3 4 2 3 5 4 1 19 "female"
"430" 2 2 2 2 1 3 3 4 4 2 4 3 4 3 2 1 3 2 3 3 3 1 5 1 5 4 5 3 3 5 4 4 20 "female"
"431" 3 3 4 3 3 3 2 4 3 3 3 4 2 3 2 2 1 3 5 2 2 1 1 1 3 2 4 2 1 4 2 2 25 "female"
"432" 3 5 3 1 1 3 2 3 2 1 3 2 3 1 1 1 5 3 2 3 5 3 4 4 1 1 3 3 5 5 3 1 20 "female"
"433" 4 4 3 1 1 5 1 1 1 1 5 3 5 4 3 2 2 3 5 4 4 1 5 1 3 1 2 2 3 5 1 5 19 "female"
"434" 4 4 3 3 4 4 4 2 5 5 5 3 4 4 1 2 3 5 4 4 5 2 5 1 2 3 4 3 3 5 2 5 19 "female"
"435" 3 2 2 4 1 4 2 5 2 2 4 2 5 2 2 2 2 4 4 3 5 1 3 5 1 2 3 2 2 5 4 1 21 "female"
"436" 2 1 4 3 1 5 5 4 1 1 1 1 4 1 2 5 1 1 2 1 3 1 2 3 1 1 4 5 1 5 3 1 22 "male"
"437" 4 4 1 5 5 5 5 1 5 2 1 5 4 4 1 1 3 5 5 1 5 1 1 1 1 3 3 5 2 3 3 3 28 "female"
"438" 3 3 3 5 1 5 3 1 1 5 3 5 4 3 1 5 4 1 5 5 3 1 5 3 5 5 5 5 1 5 5 5 21 "female"
"439" 2 3 2 3 4 4 3 3 2 4 2 2 2 2 2 3 2 1 2 2 1 1 4 5 1 3 2 4 1 5 3 1 20 "male"
"440" 2 3 3 2 3 5 5 3 2 1 1 2 2 3 1 2 1 1 1 1 1 1 5 5 1 1 3 4 1 5 5 4 19 "male"
"441" 3 4 2 2 2 3 2 1 4 5 2 4 2 3 1 2 3 2 4 5 5 1 2 5 3 2 2 4 4 4 5 3 21 "female"
"442" 5 1 1 1 1 5 5 4 1 1 4 5 5 5 4 1 1 1 4 5 5 1 4 5 1 1 5 1 1 5 5 4 16 "female"
"443" 3 4 2 3 5 3 5 3 3 1 3 3 4 2 3 5 3 1 5 5 1 1 5 5 1 1 3 5 5 5 5 5 22 "male"
"444" 2 3 1 4 5 4 5 3 3 3 2 3 5 3 2 5 3 1 5 1 2 1 2 4 1 1 3 5 4 5 5 4 19 "male"
"445" 1 1 5 1 1 4 3 1 1 1 5 5 5 1 5 3 3 3 5 5 5 5 1 1 3 5 5 5 2 4 1 1 22 "female"
"446" 2 1 4 5 3 5 5 2 1 1 3 2 3 2 1 4 2 1 2 2 1 1 5 5 3 3 2 4 3 5 5 4 20 "male"
"447" 3 2 1 1 1 4 3 1 1 1 2 2 3 1 3 3 2 2 4 1 5 2 2 1 1 3 3 2 3 4 1 2 22 "male"
"448" 3 4 3 4 1 5 4 2 1 1 1 2 4 1 1 3 4 4 5 1 2 1 5 1 3 3 5 2 4 5 3 1 19 "male"
"449" 3 4 3 1 2 3 1 1 5 5 5 2 4 5 1 1 2 3 4 4 1 1 3 5 1 3 4 2 2 5 1 5 18 "female"
"450" 4 2 2 2 2 4 3 2 1 2 1 3 4 2 3 3 5 1 3 1 1 1 3 5 5 1 2 2 1 5 4 2 19 "male"
"451" 4 3 3 3 2 5 3 2 2 2 3 3 5 3 3 2 3 3 4 4 1 1 4 4 3 3 5 3 3 5 3 3 23 "female"
"452" 3 4 1 1 1 5 2 1 4 4 2 1 3 4 3 2 3 3 4 3 5 3 3 1 1 4 5 3 3 5 2 4 20 "female"
"453" 2 3 4 1 1 4 2 3 2 1 3 4 4 2 3 2 2 2 4 3 1 1 3 4 1 2 4 3 4 5 4 5 18 "female"
"454" 3 4 1 3 2 5 2 1 5 4 3 4 3 5 1 1 3 3 5 2 1 1 5 1 1 5 3 1 4 5 5 5 19 "female"
"455" 2 2 3 5 5 5 4 4 2 2 3 4 4 2 3 2 4 3 4 4 4 3 4 5 2 2 3 3 4 3 4 5 23 "female"
"456" 2 3 2 5 5 5 4 2 1 1 1 2 3 3 3 5 1 3 2 1 1 1 5 5 1 1 1 5 1 5 4 1 20 "male"
"457" 5 3 5 1 1 5 2 2 3 1 1 3 4 2 5 2 1 1 1 1 1 1 5 1 1 2 2 2 1 4 1 3 20 "male"
"458" 5 5 2 3 4 5 2 4 3 3 2 4 4 4 3 1 3 5 4 5 2 1 1 1 1 2 2 4 3 3 4 2 28 "female"
"459" 5 5 5 3 4 5 5 5 2 2 1 5 4 1 2 3 4 4 5 2 1 2 5 3 2 1 2 4 1 5 3 1 22 "male"
"460" 5 3 3 1 1 5 2 3 1 1 4 4 5 1 2 1 3 1 4 5 2 3 5 3 2 3 5 3 5 5 3 1 19 "female"
"461" 3 4 2 3 2 5 4 3 3 2 4 3 5 2 2 3 2 2 4 2 2 2 5 5 1 1 3 4 4 5 5 1 21 "male"
"462" 3 3 2 1 1 3 2 3 1 1 4 2 3 3 1 1 1 1 4 2 2 1 3 1 1 2 4 4 4 3 2 5 21 "female"
"463" 3 5 4 3 2 5 1 5 3 2 1 3 4 2 1 5 3 5 5 3 3 4 4 4 3 3 5 5 2 5 5 5 17 "male"
"464" 3 5 3 1 1 5 2 1 1 1 1 2 5 1 5 5 2 2 1 1 3 1 5 5 1 5 5 1 2 5 5 5 19 "female"
"465" 4 5 5 2 4 5 3 3 2 2 1 5 5 3 3 4 2 3 5 1 4 1 5 4 1 1 3 5 5 5 5 1 25 "male"
"466" 4 2 2 1 1 4 4 2 5 5 2 4 2 5 3 2 2 3 3 1 1 1 3 1 2 3 4 2 2 5 2 5 20 "female"
"467" 5 4 5 1 5 5 5 2 4 4 2 4 4 5 5 3 4 2 1 1 5 4 3 4 2 3 5 5 4 3 4 1 26 "male"
"468" 3 4 3 3 5 5 5 1 5 3 4 1 2 5 1 5 4 4 5 1 5 4 5 3 3 3 4 5 5 5 5 5 21 "male"
"469" 2 2 2 1 1 4 3 2 5 5 3 1 3 3 1 2 1 2 2 2 1 1 2 1 2 3 5 3 2 5 3 3 20 "female"
"470" 3 1 2 1 1 3 1 1 5 5 3 3 2 5 1 2 3 1 3 1 1 1 1 3 3 1 4 5 4 5 4 5 21 "male"
"471" 3 3 1 1 1 5 3 2 2 1 1 1 1 1 1 5 3 1 3 2 1 2 3 3 1 2 5 5 5 5 5 1 20 "male"
"472" 3 2 3 4 4 5 5 3 2 2 2 4 5 3 2 5 5 4 5 3 5 2 5 5 3 1 3 5 5 5 5 2 27 "male"
"473" 5 3 5 1 1 3 3 1 2 1 5 5 5 2 2 1 4 4 3 1 5 4 5 5 2 1 1 2 5 5 5 4 21 "male"
"474" 2 5 2 1 1 3 1 1 4 1 1 1 3 3 2 2 1 2 3 1 1 1 3 2 2 3 3 2 2 4 1 3 20 "female"
"475" 3 4 4 3 1 4 2 2 3 1 5 2 5 2 3 1 3 3 5 5 5 3 4 2 2 2 4 3 1 4 3 5 17 "female"
"476" 4 3 1 3 1 3 2 2 3 2 3 2 4 1 1 1 2 5 5 1 5 1 5 3 3 4 3 2 1 5 1 1 16 "female"
"477" 4 5 5 3 1 5 2 2 4 1 5 2 5 3 5 2 5 4 4 5 5 5 5 4 2 5 5 3 5 5 3 5 19 "female"
"478" 2 4 4 3 1 3 2 3 2 2 1 2 4 2 4 3 1 3 4 5 4 2 4 3 1 1 5 2 3 5 5 5 18 "female"
"479" 2 5 3 5 3 4 4 4 3 2 2 3 3 3 3 5 3 4 5 4 3 2 4 5 2 3 3 4 2 4 3 3 19 "male"
"480" 1 2 1 1 1 4 1 4 1 1 3 4 4 1 1 1 3 2 5 2 1 1 3 2 2 5 5 1 1 5 2 3 21 "female"
"481" 2 1 1 1 1 3 2 4 1 1 2 2 4 1 1 1 1 1 4 2 1 2 4 4 1 3 5 1 1 5 2 2 16 "female"
"482" 5 4 1 1 1 5 4 3 2 1 3 4 5 1 2 1 3 1 4 3 3 4 3 1 1 1 5 3 4 5 5 5 20 "female"
"483" 3 3 2 2 2 4 2 2 3 2 4 2 4 2 2 2 5 3 4 2 1 4 2 3 1 2 4 2 5 5 1 4 19 "female"
"484" 1 1 1 1 1 5 2 2 1 1 1 5 2 1 1 2 1 1 4 2 1 1 3 2 1 4 3 1 3 5 1 2 20 "female"
"485" 4 4 4 2 3 4 4 2 3 1 3 5 4 2 2 2 3 4 5 2 3 2 5 5 3 2 2 3 4 4 2 3 20 "male"
"486" 3 1 2 1 3 5 5 3 2 2 1 4 3 1 2 5 2 1 5 3 3 1 5 5 2 3 3 2 3 5 5 3 18 "male"
"487" 5 2 1 1 2 5 3 3 3 3 1 4 5 3 4 4 2 1 4 2 1 1 5 5 1 4 5 4 2 4 4 4 20 "male"
"488" 3 1 5 2 2 3 3 5 1 1 1 1 5 1 1 4 1 1 1 1 1 1 3 5 1 1 3 5 1 5 5 3 20 "male"
"489" 4 4 2 3 1 5 2 3 1 1 5 1 2 1 1 1 3 3 4 5 5 3 5 1 3 2 1 2 5 4 1 4 19 "female"
"490" 1 1 1 1 1 5 4 3 2 1 2 5 5 2 1 2 1 1 5 4 2 1 5 2 2 5 5 1 1 5 2 1 23 "female"
"491" 4 5 4 3 4 4 3 2 3 2 2 3 4 3 5 2 2 2 3 4 5 2 5 5 3 2 4 2 3 5 3 5 20 "female"
"492" 4 3 2 1 1 5 3 2 2 1 1 4 5 1 1 5 1 1 5 1 2 1 5 5 1 3 5 4 3 4 4 3 23 "male"
"493" 1 2 1 4 3 5 5 3 4 3 4 5 5 3 4 5 2 3 4 3 2 2 3 5 1 1 3 1 2 5 5 4 19 "male"
"494" 3 1 1 1 3 5 3 1 1 3 1 5 5 1 1 2 1 3 4 1 1 1 5 5 1 2 5 3 1 5 5 4 17 "male"
"495" 3 3 2 1 1 3 3 3 5 5 1 3 5 4 1 4 1 1 3 3 1 1 5 5 3 3 4 4 2 5 4 4 20 "female"
"496" 2 5 2 2 3 3 2 1 4 4 5 3 4 5 3 3 4 2 5 4 3 3 3 5 3 2 2 5 5 5 5 4 21 "female"
"497" 3 2 2 3 3 5 5 3 3 2 1 4 3 2 3 5 3 1 4 2 1 1 5 5 1 2 3 5 5 5 5 4 21 "male"
"498" 3 4 4 4 3 5 2 2 2 2 3 2 3 3 2 2 2 1 1 4 4 1 3 3 1 2 5 2 3 5 5 5 19 "female"
"499" 2 2 1 1 1 5 3 2 5 5 5 2 5 4 1 1 1 1 5 3 2 5 5 1 2 4 4 5 4 4 3 5 20 "female"
"500" 5 5 2 5 4 5 5 1 2 2 2 2 3 1 2 5 1 1 2 1 2 1 5 5 1 4 2 4 2 5 1 2 19 "male"
"501" 1 4 2 3 1 5 3 3 2 2 2 2 2 1 3 2 2 1 3 2 1 1 5 4 2 3 5 3 4 5 3 5 22 "female"
"502" 5 4 4 3 2 3 2 3 2 2 4 5 5 2 2 1 1 2 5 2 1 2 5 2 1 1 2 3 2 5 3 1 22 "male"
"503" 5 5 5 2 2 5 5 4 1 1 3 2 3 1 5 3 1 3 3 3 3 5 4 3 2 1 1 5 3 4 3 4 22 "male"
"504" 3 2 2 2 2 3 3 3 3 1 1 2 2 1 1 1 1 1 3 1 1 1 3 1 2 2 2 3 2 3 1 5 28 "female"
"505" 2 2 2 1 1 3 3 4 2 1 1 1 3 1 1 1 1 1 1 1 3 1 2 5 1 3 3 3 1 5 1 3 21 "male"
"506" 4 2 5 1 1 5 5 1 1 3 5 5 5 1 3 1 1 5 4 1 5 5 1 5 1 3 5 5 2 5 3 4 21 "male"
"507" 4 3 1 1 2 3 2 1 2 3 1 2 4 2 3 3 1 1 5 1 2 1 2 5 2 2 3 2 2 5 5 5 17 "female"
"508" 3 3 2 1 1 5 2 3 2 1 4 5 2 2 2 2 2 1 5 5 3 1 2 5 4 3 5 1 5 5 3 3 21 "female"
"509" 5 4 3 1 1 4 3 5 3 1 4 3 4 3 4 3 5 1 5 3 4 3 3 5 2 1 4 4 5 5 5 4 17 "female"
"510" 4 4 3 5 5 4 4 4 4 4 4 2 4 2 3 3 4 3 4 5 1 1 2 4 2 1 2 5 3 5 3 4 28 "male"
"511" 3 5 4 1 2 3 1 5 2 2 3 5 5 3 4 4 3 2 5 5 2 4 3 5 1 2 4 4 5 3 4 3 20 "female"
"512" 3 5 5 1 1 4 3 5 3 1 1 3 5 5 3 5 3 1 4 5 1 1 1 1 1 4 5 5 5 5 3 5 19 "female"
"513" 2 4 1 1 2 1 1 1 5 5 4 3 3 5 1 2 2 1 5 3 3 1 5 2 2 1 2 3 3 5 3 5 21 "female"
"514" 5 4 2 2 2 4 3 1 2 2 5 3 5 1 1 2 4 2 4 1 5 1 1 3 1 1 3 3 4 5 4 1 23 "male"
"515" 4 5 1 1 1 1 2 1 3 1 4 3 4 5 1 2 1 5 5 1 1 3 2 4 1 1 1 1 1 3 5 5 17 "male"
"516" 2 4 1 1 2 5 5 2 2 2 1 5 1 1 2 2 2 1 5 1 1 1 3 2 2 1 1 4 1 4 4 4 20 "male"
"517" 2 2 2 2 2 5 5 2 2 2 2 2 2 2 2 4 2 2 5 2 2 1 5 5 2 2 2 2 2 5 5 2 19 "male"
"518" 3 2 1 2 2 4 5 3 3 1 1 2 3 1 1 3 2 1 5 3 2 1 5 3 2 3 2 5 3 4 2 5 19 "male"
"519" 4 3 3 4 2 4 4 5 2 2 1 3 3 2 2 4 2 3 4 3 2 2 5 4 1 3 3 2 2 5 4 2 19 "male"
"520" 2 5 3 1 1 5 1 2 4 2 5 3 2 2 2 3 3 1 2 3 1 1 5 3 2 5 3 2 4 5 2 5 18 "female"
"521" 3 3 1 2 1 4 1 1 3 2 3 3 5 3 1 1 4 5 5 5 5 1 2 2 2 1 3 1 4 5 1 5 19 "female"
"522" 4 4 3 2 3 3 1 4 2 2 1 3 3 1 2 3 2 3 4 3 1 1 5 5 1 2 2 4 1 5 4 3 22 "male"
"523" 3 2 2 2 1 5 2 5 2 1 1 4 4 1 2 2 3 2 4 3 1 1 3 5 2 4 4 4 2 5 3 3 21 "female"
"524" 5 5 1 1 1 5 3 3 2 1 5 1 3 3 3 4 5 3 3 4 2 3 5 5 1 3 5 4 3 5 3 5 21 "female"
"525" 3 2 2 2 5 3 1 1 3 1 1 5 1 1 1 5 3 1 5 1 5 1 5 5 3 2 3 5 5 4 3 5 21 "male"
"526" 4 3 5 1 2 2 2 2 5 5 5 2 3 5 1 2 1 3 1 2 1 1 2 2 1 1 5 5 3 5 1 5 19 "female"
"527" 5 5 5 5 5 4 2 4 2 4 2 4 2 4 2 4 2 4 2 4 2 4 3 3 3 3 4 2 2 4 2 4 25 "male"
"528" 5 5 2 5 2 5 5 4 1 1 4 2 4 1 1 3 3 5 4 1 3 1 3 5 1 1 4 5 3 4 4 3 18 "male"
"529" 2 2 3 2 2 5 5 2 5 5 2 1 5 5 1 2 1 1 1 1 4 1 2 3 1 4 2 4 1 5 1 1 20 "male"
"530" 3 5 3 3 1 5 3 5 5 1 2 1 4 2 3 3 1 1 3 3 1 1 4 1 1 4 5 4 3 5 3 5 18 "female"
"531" 4 3 4 3 4 5 5 3 2 2 2 2 3 2 2 3 2 1 2 1 5 1 2 2 1 3 3 2 2 4 1 2 23 "male"
"532" 4 5 2 1 1 4 3 2 2 1 4 2 3 1 2 3 4 1 2 2 4 2 5 3 1 2 4 2 3 5 3 5 18 "female"
"533" 3 5 4 1 1 3 1 1 3 1 4 3 4 1 1 3 4 1 5 3 1 1 2 5 5 2 5 5 4 5 3 5 22 "female"
"534" 2 4 2 2 3 2 1 1 2 2 3 3 5 3 1 2 2 5 4 1 5 3 5 2 2 1 2 4 3 4 2 2 20 "male"
"535" 4 4 2 3 4 5 5 1 5 5 1 4 2 5 2 5 1 1 1 1 2 1 5 4 1 1 2 5 1 5 3 4 19 "male"
"536" 5 1 5 1 1 5 5 4 2 2 5 5 5 2 2 5 2 2 5 1 5 1 5 1 1 4 3 3 5 5 5 1 23 "female"
"537" 3 2 2 5 5 5 4 2 3 2 1 5 4 2 3 4 1 1 2 1 1 1 2 1 1 1 1 5 1 5 3 1 27 "male"
"538" 4 3 3 1 1 4 2 1 1 1 5 5 5 1 1 4 3 1 2 1 1 4 3 3 1 1 1 4 3 5 4 2 20 "male"
"539" 2 3 3 1 1 5 3 4 1 1 4 3 5 1 4 2 3 1 3 3 2 1 5 5 1 1 3 2 4 5 4 5 18 "female"
"540" 5 2 1 1 1 4 3 3 2 2 1 2 1 1 2 3 2 1 5 1 1 1 3 1 3 2 2 3 1 5 3 3 21 "male"
"541" 2 3 3 3 1 5 4 2 1 1 1 4 5 2 2 2 1 4 2 5 5 1 5 5 2 3 4 3 2 5 2 5 19 "female"
"542" 2 4 2 2 2 4 4 4 4 2 3 3 3 2 2 4 2 2 4 2 2 1 4 3 4 4 4 2 2 4 4 4 22 "female"
"543" 3 3 3 3 1 5 4 3 4 4 2 3 3 3 2 1 2 2 4 2 3 1 2 3 2 4 4 2 2 5 2 1 20 "female"
"544" 2 4 2 4 4 4 4 3 3 3 1 2 3 2 2 3 1 1 1 1 3 1 5 5 1 1 2 4 1 4 5 4 19 "male"
"545" 2 1 4 1 1 4 1 3 2 1 2 5 5 1 3 1 5 1 5 3 1 1 5 1 1 3 5 1 5 5 4 5 20 "female"
"546" 3 4 1 3 1 5 5 4 3 1 1 4 4 1 2 4 1 3 3 4 4 1 5 5 2 2 5 2 3 5 3 1 19 "female"
"547" 3 3 3 4 3 4 4 3 2 2 5 3 5 5 3 2 3 5 5 5 5 5 1 4 3 2 4 3 5 5 2 5 18 "female"
"548" 4 4 2 3 3 4 3 2 3 3 2 3 1 4 3 3 2 2 3 1 1 1 5 5 1 2 2 2 2 3 5 4 17 "male"
"549" 1 1 1 1 1 4 4 1 1 1 1 5 1 1 1 5 2 2 3 2 3 1 3 5 1 1 3 4 3 5 3 3 21 "male"
"550" 3 3 2 2 2 4 1 1 3 2 4 3 4 2 1 1 4 4 4 5 3 2 4 4 2 3 5 3 5 5 3 2 19 "female"
"551" 4 3 3 1 3 3 3 1 4 4 4 5 5 5 2 1 2 2 3 5 1 1 1 3 1 2 2 4 3 3 1 2 25 "female"
"552" 4 3 2 1 1 5 2 2 5 3 3 4 4 4 3 1 2 2 5 1 1 1 3 4 3 3 3 3 3 4 1 5 21 "female"
"553" 2 1 1 3 1 5 5 1 2 1 5 2 4 2 1 4 1 1 4 1 5 1 2 4 1 1 1 4 1 2 2 1 18 "male"
"554" 4 5 3 3 3 4 3 5 4 1 4 5 5 5 1 2 2 2 3 3 1 1 4 5 2 5 5 3 2 5 5 4 21 "female"
"555" 2 2 2 2 2 5 3 1 2 2 1 1 2 1 1 3 1 1 3 1 2 1 3 2 1 1 2 2 1 5 2 3 17 "male"
